DNO;DNAME;DSNAME;DADD1;DADD2;DADD3;DPCODE;DTEL;TEL2;DFAX;EMAIL;DELAD1;DELAD2;DELAD3;DELAD4;DCONTACT;DTAXNO;DAREA;DBALBFWD;DCRNT;D30;D60;D90;D120;D150;D180;DSALESM;DSALESY;DPROFITM;DPROFITY;DAMTLPD;DDATLPD;DDISCPER;DCLIMIT;DINTFLAG;PRICE;ACCTYPE;TERMS;PDISC;DISCPRN;DPOSBAL;BLOCKFLAG;DATEOPENED;VATREF;NOTES
15;GDR IMAGE PROPERTY DEVELOPERS CC;GDR;UNIT A, 29 BARNESLY RD;DUZI PARK;CAMPSDRIFT;3201;033-3461421;;;admin@reliff.co.za;;;;NETT ACC;SHEREEN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13704.39;0.0;5236.5;810.0;2025/12/01;0.0;20000.0;N;1;;30;0.0;N;N;1;2025/05/08;4290145899;
18;INNOVATION GROUP SERVICES [PTY]LTD;INNOV;155 WEST STREET;SANDOWN;SANDTON;2031;011-7905200;;;claimpayment@za.innovation-group.com;;;;AUTH:011-7905200;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8695.65;0.0;920.85;10000.0;2025/10/07;0.0;15000.0;N;1;;30;0.0;N;N;1;2017/12/18;4190267932;
26;TYRES 4 U COD ACC***CLOSED***;XXX;;;;;;;;deonpillay54@telkomsa.net;;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4000.0;2019/12/13;0.0;1.0;N;1;;5;0.0;N;N;3;2019/11/12;;
32;ESKOM SOC LIMITED;ESKOM;3 SIMBA ROAD;SUNNINGHILL;SANDTON;;;;;;;;AUTH:0861176937;MERCH: 90414284;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7478.88;0.0;3795.46;4238.27;2025/10/03;0.0;25000.0;N;1;;30;0.0;N;N;3;2020/07/16;4740101508;
37;LUSTED & JOHNSON CC;LUSTE;P.O.BOX 16;IXOPO;3276;;039-8342011;;039-8341403;pamvdberg@telkomsa.net;;;NETT ACC;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;35000.0;N;1;;30;0.0;N;N;3;2009/10/08;4670104050;
39;WESBANK A DIV OF FIRSTRAND BANK LTD;WES;1 ENTERPRISE ROAD;FAIRLAND;MERCH NO. 645811;2071;861102090;;;;GOVERNMENT VEHICLES;MERCH NO. 645811;;AUTH 0861102090;;;1;28587.19;0.0;1899.99;763.88;0.0;0.0;0.0;0.0;0.0;179971.7;0.0;85374.3;8619.44;2026/02/09;0.0;200000.0;N;1;;30;0.0;N;N;Y;2021/05/11;4210102051;
41;CONTISURE CLAIMS;CO;;;;;;;;cathy.hiq@sai.co.za;;;;;;;1;-3556.47;-3556.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;159.02;0.0;8759.94;1017.3;2025/03/29;0.0;0.0;N;1;;0;0.0;N;N;1;2021/06/03;;
31;COPPER LEAF TRADING 589CC;COAST;T/A COASTAL HIRE;238 GREYLING STEET;PIETERMARITZBURG;3201;333 423 393;;;pmb@coastalhire.co.za;;;;;NICOLETTE;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2469.57;0.0;1829.77;1180.0;2025/12/03;0.0;20000.0;N;1;;30;0.0;N;N;1;2025/06/27;4490283977;
51;SHAHIL PRESTIGE CAR SALES;PRE;T/A RENAULT PIETERMARITZB;;;;314515333;;;accounts21@prestigemotorgroup.co.za;;;;;;;1;4150.01;0.0;1150.01;3000.0;0.0;0.0;0.0;0.0;0.0;3608.71;0.0;1949.51;0.0;;0.0;40000.0;N;1;;30;0.0;N;N;2;2025/10/14;4510221627;
96;AVIS VAN RENTAL;AVIS;P O BOX 54;PORT SHEPSTONE;4240;;039-6821347;;039-6822449;vrpshepston@avis.co.za;;;;;GABBI;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;30;0.0;N;N;3;2010/06/14;4030101622;
111;DURBAN UNIVERSITY OF TECHNOLOGY;DUT;P O BOX 1334;DURBAN;4000;;031-3735171;;031-3736759;thabisilem1@dut.ac.za;;;;NETT ACC;NOZIPHO;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;30;0.0;N;N;3;2010/07/23;4080199559;
120;BOOYSENS REFRIGERATION [PTY] LTD;BOOYS;P O BOX 2370;PIETERMARITZBURG;3201;;033-3424909;;033-3424905;accounts@booysens.net;;;;;MOKESH;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;20000.0;N;1;;30;0.0;N;N;2;2010/08/03;4170252938;
128;MIDLANDS SPRINGS CC;MIDLA;P O BOX 11449;DORPSPRUIT;3206;;033-3425030;;;midsprings2@mweb.co.za;;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;5000.0;N;1;;30;0.0;N;N;2;2010/11/04;4860111980;
133;WESBANK FLEET DIVISION;X;PO BOX 9638;WELTEVREDEN PARK;1715;;011-6327796;;;fbam@wesbank.co.za;;;;SUPPLIER:011783;FAROUK;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1447.82;2024/07/05;0.0;5000.0;N;1;;30;0.0;N;N;2;2010/11/12;4210102051;
134;SBS ELECTRICAL CC;SBS;P O BOX 11718;DORPSPRUIT;3206;;033-3943860;;033-3947636;sbspmb@iafrica.com;;;;NETT ACCOUNT;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;12000.0;N;1;;30;0.0;N;N;4;2010/11/17;4510123088;
36;BESTDRIVE ONLINE STORE;BE;;;;;;;;cathy.hiq@gmail.com;;;;REF:;LINDY/LOUIS;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;N;1;;0;0.0;N;N;1;2021/02/19;;
155;BURNLEA FARMING TRUST;BURN;P O BOX 255;UNDERBERG;3257;;033-7011961;;866285599;gktaylor@futurenet.co.za;;;;NETT ACCOUNT;GEOFF;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;30;0.0;N;N;3;2011/05/19;4820201202;
167;BLOMEYERS APPLIANCES CC;BLOME;P O BOX 11921;DORPSPRUIT;;3206;333 924 250;;333 924 255;cerista@blomeyers.co.za;30 DAY NETT ACCOUNT;;;;VIMLA GOVENDER;;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.99;2021/05/27;0.0;10000.0;N;1;;30;0.0;N;N;3;;4220190401;
198;I R VOIGTS [PTY] LTD;IRVOI;P O BOX 1300;HILTON;3245;;;;;accounts@voigts.co.za;;;;NETT ACCOUNT;;;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9370.05;2021/08/02;0.0;25000.0;N;1;;30;0.0;N;N;3;2011/06/22;4680201870;
201;MORTONS HILL FARMING CC;MORTO;P O BOX 11380;DORPSPRUIT;3206;;835618923;;;trish@edelnet.co.za;;;;;;;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;22000.0;N;1;;30;0.0;N;N;3;2011/06/23;4750231609;
204;ROGUE STEEL PMB CC;ROGUE;P O BOX 11256;DORPSPRUIT;3206;;033-3450035;;;creditors@roguesteel.co.za;;;;;RONA;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;20000.0;N;1;;30;0.0;N;N;3;2011/06/23;4410101648;
215;JL CROOKES & SONS;JL CR;P O BOX 135;UMLAAS ROAD;3730;;;;;crookesfarm@w2k.co.za;;;;NETT ACCOUNT;;;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;30;0.0;N;N;3;2011/06/29;;
259;MACDONALD STEEL SA [PTY] LTD;MACD;P O BOX 12162;JACOBS;4026;;031-4505200;033-8978500;865292309;anita@macdonaldsteelsa.com;;;;;ANITA;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;30;0.0;N;N;3;2011/07/21;4700134531;
1000;SUPA QUICK MKONDENI;SUPAM;TYRES MKONDENI CC;2 CB DOWNES ROAD;MKONDENI , P.M.BURG;3201;033-3461154;033-3461040;033-3863390;supaquickmkondeni@sai.co.za;;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.95;0.0;623.61;100.0;2025/11/20;0.0;0.0;N;1;;30;0.0;N;N;3;2011/08/01;4930257573;
1;BLOMEYERS HEATING & COOLING;BLOME;PO BOX 12016;DORPSPRUIT;3206;;033-3425450;;033-3425450;sean@blomeyershc.co.za;;;;NETT ACCOUNT;KEVIN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;217.39;0.0;197.39;250.0;2025/03/20;0.0;10000.0;N;1;;30;0.0;N;N;3;2016/06/15;4470244577;
5;FARM MAINTENANCE SERVICES;FARM;PO BOX 11735;DORPSPRUIT;3206;;033-3422472;;033-3941744;nishi@fms.org.za;;;;;NISHI;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5721.73;0.0;4921.28;500.0;2026/02/02;0.0;10000.0;N;1;;30;0.0;N;N;3;2016/07/18;;
7;TOPWOOD TRADING CC;TOP;BRICK & BLOCK CITY;P O BOX 4028;WILLOWTON HUB;3201;033-8110786;;866988073;topwoodcc@gmail.com;;;;NETT ACCOUNT;MR ABDOOL;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;25000.0;N;1;;30;0.0;N;N;3;2012/02/28;4520258379;
16;FMGH GROUP [PTY] LTD;FMGH;9 ARMITAGE ROAD;PIETERMARITZBURG;3201;;033-9400095;031-7165050;033-3422324;admin01@fmgh.co.za;;;;NETT ACCOUNT;ZAHIERA;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.0;2019/03/11;0.0;20000.0;N;1;;30;0.0;N;N;3;2017/12/12;4150267666;
27;CITI TYRES COD ACCOUNT;CITI;;;;;826945387;;;yougan1333@gmail.com;;;;;;YOUGAN;1;5570.01;1679.99;0.0;2570.01;0.0;0.0;0.0;0.0;1460.86;63213.05;296.86;10304.87;3000.0;2026/02/06;0.0;10000.0;N;1;;5;0.0;N;N;3;2019/11/12;;
29;VALVERITE CC;VALVE;234 VICTORIA ROAD;PIETERMARITZBURG;3201;;033-3946001/2;;033-3947544;accounts@valverite.co.za;;;;NETT ACC;MRS KELLY;;1;-300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4400.02;2024/11/04;0.0;5000.0;N;1;;30;0.0;N;N;2;2020/06/02;4820102731;
87;AUDI CENTRE PIETERMARITZBURG;AUDI;P O BOX 787;PMBURG;3201;;033-8453100;;033-8453134;deshendree.reddy@bwmr.co.za;;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1290.03;2016/08/12;0.0;50000.0;N;1;;30;0.0;N;N;2;2012/10/12;4410261632;
136;HYUNDAI AUTOMOTIVE SOUTH AFRICA PTY LTD;HYUN;1999/015934/07;P.O.BOX 11012;DORPSPRUIT;3206;031-5664422;033-3456030;033-3456036;jayendras@hyundai.co.za;;;;NETT ACC / ORDERS NB**;SIMONE;;1;25276.0;1850.01;25276.0;0.0;0.0;0.0;0.0;0.0;1608.71;121148.88;515.4;42860.61;14040.03;2026/02/02;0.0;75000.0;N;1;;30;0.0;N;N;3;2013/01/28;4170186698;
168;AVIS VAN RENTALS KEMPTON PARK;AVIS;P O BOX 221;ISANDO;1600;;011-3925202;;;vanrentalsisando@avis.co.za;;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2050.02;2023/02/09;0.0;5000.0;N;1;;30;0.0;N;N;Y;2013/04/26;4700266614;
181;HI-Q BIRD SANCTUARY;HIQBI;SANCTUARY TYRES CC;9 ARMITAGE ROAD;PIETERMARITZBURG;3201;;;;hiqbirdsanctuary@sai.co.za;;;;;;;1;30343.54;1207.96;30343.54;0.0;0.0;0.0;0.0;0.0;1050.4;36640.94;40.4;5573.6;10323.31;2025/12/12;0.0;0.0;N;1;;0;0.0;N;N;1;2013/10/02;4810263360;
188;APOLLO TYRES SOUTH AFRICA [PTY]LTD;APOLL;P O BOX 925;DURBAN;4000;;;;;;;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;20000.0;N;1;;0;0.0;N;N;1;2013/10/31;4380196925;
189;BEN BOOYSEN AIRCONDITIONING AND REFRIGER;BEN;P O BOX 11226;DORPSPRUIT;;3206;333 424 911;;333 427 310;lerisha@benbooysen.co.za;NETT ACCOUNT;;;;LERISHA;;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;15000.0;N;1;;30;0.0;N;N;4;2013/11/06;4040259154;
212;MAZEPPA;MAZ;3 RAVINE ROAD;BANTRY BAY;CAPETOWN;;314330558;;;felicity@revolutiontyres.com;;;;;FELICITY;;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;500000.0;N;1;;0;0.0;N;N;1;2014/02/11;4070251097;
225;TOYOTA FORKLIFT;TOYOT;POSTNET SUITE 177;PRIVATE BAG X6;CASCADES;3202;033-3863373;0839630102 SERE;;reneeshas@cfaoequipment.co.za;;;;NETT ACCOUNT;RENEESHA/SEREENA;;1;17498.53;2690.02;11606.52;5892.01;0.0;0.0;0.0;0.0;2339.15;64530.6;845.96;19041.77;5892.01;2026/02/04;0.0;40000.0;N;1;;30;0.0;N;N;2;2014/02/12;4770109496;
266;THE ST JOHNS HIGH SCHOOL TRUST;ST JO;T/A ST JOHNS DSG;PRIVATE BAX X4;SCOTTSVILLE;3201;333 868 304;;333 868 945;haighk@stjohnsdsg.com;;30 DAYS NETT;;;MRS K HAIGH;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;0;0.0;N;N;1;2014/06/27;;
2;SUMMIT AUTO TRADING [PTY]LTD*NEW OWN*;X;FURY SUZUKI PIETERMARITZB;290 BOOM STREET;PMBURG;3201;;;;thereset@fury.co.za;;;;;DAN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3300.01;2021/07/31;0.0;2.0;N;1;;30;0.0;N;N;2;2014/10/15;4950237968;
232;RAVEN AUTO CENTRE [PTY]LTD;RAVEN;PO BOX 11155;DORPSPRUIT;3206;;033-3949628;;866700151;ravenautocentre@sai.co.za;;;;NETT ACCOUNT;HANNAH;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2080.05;2019/09/28;0.0;10000.0;N;1;;30;0.0;N;N;3;2015/09/11;4750265128;
238;AUTO MAGIC [PTY]LTD;AUTO;REG:1993/005785/01;;;;;;866242561;vap@tiga.co.za;;;;861112607;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;0;0.0;N;N;2;2015/09/15;4760173189;
256;HI-Q TYRE N TUBE PMB;HIQTY;TYRE N TUBE PMB CC;171 GREYLING STREET;PIETERMARITZBURG;3201;033-3946988;033-3947366;033-3423712;dave.hiq@sai.co.za;;;;;;;1;13768.9;2321.44;13768.9;0.0;0.0;0.0;0.0;0.0;2018.64;-3748.43;77.64;5988.45;1600.73;2025/05/16;0.0;0.0;N;1;;30;0.0;N;N;3;2015/10/01;4760169245;
272;AKANI MSUNDUZI [PTY] LTD T/A;GOLDE;GOLDEN HORSE CASINO;PRIVATE BAG X10;SCOTTSVILLE;3209;033-3958121;033-3958000;033-3958100;goldenhorse.ghcaccounts@tsogosun.com;;;;NETT ACCOUNT;MAX/LINDI;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2200.01;2021/12/08;0.0;20000.0;N;1;;30;0.0;N;N;3;2015/10/15;4910192345;
43;WILD BREAK 1107CC T/A TYRE RACK;TYRE;COMMERCIAL ROAD;PMBURG;3201;;033-3425923;;;lford@axxess.co.za;;;;;KREESHAN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2213.26;2024/07/31;0.0;25000.0;N;1;;30;0.0;N;N;3;2021/09/29;4910201120;
44;SUZUKI PIETERMARITZBURG [PENDING APP];SUZUK;HATFIELD HOLDINGS PTY LTD;REG: 2006/027767/07;290 BOOM STR, PMB;3201;033-3456287;;;desireew@hatfieldgroup.co.za;;;;;THERESE;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28704.47;0.0;8090.67;3180.03;2026/01/30;0.0;30000.0;N;1;;30;0.0;N;N;2;2021/12/03;4190301707;
45;FURY HONDA PMB [PENDING CR APP];HONDA;HATFIELD HOLDINGS PTY LTD;REG: 2006/027767/07;290 BOOM STREET, PMB;3201;033-3456287;;;thereset@fury.co.za;;;;;THERESE;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1140.11;2022/01/27;0.0;15000.0;N;1;;30;0.0;N;N;3;2021/12/03;4960301697;
46;FURY FIAT & JEEP PMB [PENDING CR APP];FIAT;HATFIELD HOLDINGS PTY LTD;REG: 2006/027767/07;290 BOOM STREET, PMB;3201;033-0019119;;;thereset@fury.co.za;;;;;THERESE;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;15000.0;N;1;;30;0.0;N;N;3;2021/12/03;4020301703;
47;CASH SALES;CA;;;;;;;;cathy.hiq@gmail.com;;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;N;1;;0;0.0;N;N;2;2021/12/21;;
48;JATEMA DISTRIBUTORS [PTY] LTD;JATEM;P.O.BOX 11357;DORPSPRUIT;;3206;033-3460040;;;justinn@jatema.co.za;COMP. REG: 2021/609935/07;NETT ACCOUNT;;;JUSTIN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;20000.0;N;1;;30;0.0;N;N;3;2022/05/04;4870159698;
219;BESTDRIVE SOUTH AFRICA [PTY]LTD;CON;PO BOX 699;PORT ELIZABETH;6000;;;;;cathy.hiq@sai.co.za;REQUEST FROM MARKETING;RANDS;;REG NO: 2013/059163/07;;;10;2265.32;0.0;2265.32;0.0;0.0;0.0;0.0;0.0;0.0;2186.6;0.0;0.0;0.0;;0.0;0.0;N;1;;0;0.0;N;N;1;2022/11/16;4910263237;
49;KRC TRANSPORT [PTY]LTD;KRC;21 RIVERBEND;UMZIMKHULU;3297;;723835781;;;shawnbiggar23@gmail.com;;;;NETT ACCOUNT;SHAWN;;1;7157.96;60.15;59.65;70.41;95.76;1057.29;5934.5;0.0;0.0;38982.66;0.0;10866.43;1500.0;2026/01/19;0.0;10000.0;N;1;;30;0.0;N;N;2;2023/07/04;;
50;ANIJANFIN CC T/A AUTO-TECH CENTRE;AUTO;47 RETIEF STREET;PMBURG;3201;;837869488;;;autotechcentre99@gmail.com;;;;NETT ACCOUNT;ANIL;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3000.0;2024/05/13;0.0;10000.0;N;1;;30;0.0;N;N;3;2023/11/24;NO VAT #;
55;KINNOS LOGISTICS CC **CLOSED** H/O;X;52 DURBAN STREET;GREYTOWN;3251;;727751261;;;kinnoslogistics@gmail.com;;;;NETT ACC;RISHAN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;N;1;;30;0.0;N;N;2;2024/01/03;4550260345;
56;KEY DELTA PIETERMARITZBURG;KEY;PO BOX 1681;PMB;3201;;033-3452542;;;pmbcreditors@keygroup.co.za;;;;;JANET;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;350.0;2025/01/31;0.0;20000.0;N;1;;30;0.0;N;N;3;2024/01/23;4900152564;
58;MR TYRE [PTY]LTD C.O.D ACC;MRTYR;41 DAHLIA ROAD;PMBURG;3201;;647557070;;;mrtyreservice@yahoo.com;;;;;RUBEN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;10000.0;N;1;;4;0.0;N;N;3;2024/02/12;4530308370;
60;AUTO MAGIC PIETERMARITZBURG;AUTOM;230VICTORIA ROAD;PMB;;3200;033-39403492;;;pietermaritzburg@automagic.co.za;;;;NETT ACCOUNT;RENETHA;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63415.32;0.0;23793.97;1850.0;2025/12/01;0.0;20000.0;N;1;;30;0.0;N;N;3;2024/07/30;4520262322;
61;REGENCY OFFICE FURNITURE CC;REGEN;24 LINCOLN ROAD;WOODLANDS;PMB;3200;033-3873340;;;regency@sai.co.za;;;;NETT ACCOUNT;VINOLA;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12671.75;0.0;3846.61;10772.51;2025/12/08;0.0;40000.0;N;1;;30;0.0;N;N;2;2024/08/12;4200192138;
62;ROCK POWERLINE ELECTRICAL CC;ROCK;11 HALSTEAD ROAD;MKONDENI;PMBURG;3200;333461324;;;rockpl@lantic.net;;;;NETT ACCOUNT;CHERYL;;1;12466.68;0.0;300.0;12166.68;0.0;0.0;0.0;0.0;0.0;162197.18;0.0;51386.02;52630.01;2025/11/26;0.0;40000.0;N;1;;30;0.0;N;N;2;2024/08/13;4710198559;
64;PAY JUST NOW;PAY;3RD FLOOR SUNCLARE BUILD;21 DREYER STREET;CAPE TOWN;;021-3002152;;;;;;;;;;1;5600.01;3400.0;0.0;0.0;0.0;0.0;0.0;0.0;2956.52;138519.77;802.0;45327.94;5277.31;2026/02/05;0.0;50000.0;N;1;;30;0.0;N;N;3;2024/11/06;4510289582;
65;PITOUT'S AUTO PANEL SHOP CC;PITOU;419 GREYLING STREET;PIETERMARITZBURG;3200;;033-3941545;;;accounts.autopanel@telkomsa.net;;;;NETT ACCOUNT;KYASHA;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9269.59;0.0;4276.44;300.0;2025/11/12;0.0;20000.0;N;1;;30;0.0;N;N;2;2024/11/20;4060226430;
67;APEX VEHICLE RENTAL [PTY]LTD;APEX;BLOCK C,AINTREE BPARK;DONCASTER & LOCH ROAD;CAPE TOWN;;041-5812269;;;corin.moodley@apexrental.co.za;;;;NETT ACC;CORIN;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1450.0;2025/02/10;0.0;20000.0;N;1;;30;0.0;N;N;3;2024/12/19;4080313697;
52;PELICAN SYSTEMS PTY LTD;PELI;P O BOX 40620;REDHILL;;4071;315 637 307;;;jacques@pelican.co.za;;;;;AURELL NAICKER;;1;4949.99;0.0;4949.99;0.0;0.0;0.0;0.0;0.0;0.0;4304.34;0.0;1132.34;;;0.0;30000.0;N;1;;30;0.0;N;N;1;2025/12/09;4830183531;
